rank 6: start pid=523342 shape=collectives_sweep
rank 6: round 14600 ok checksum=17753738369174643320
rank 6: round 14625 ok checksum=15398806006935583792
rank 6: round 14650 ok checksum=297792078801465481
rank 6: round 14675 ok checksum=20340981619945509
rank 6: round 14700 ok checksum=6676774614194541954
rank 6: round 14725 ok checksum=3068435488481049528
rank 6: round 14750 ok checksum=9280355171081975466
rank 6: round 14775 ok checksum=8968000597901817193
rank 6: round 14800 ok checksum=6555152612112682412
rank 6: round 14825 ok checksum=14199052524569871591
rank 6: round 14850 ok checksum=101054133647770267
rank 6: round 14875 ok checksum=11165800692293102581
rank 6: round 14900 ok checksum=9254220855082367730
rank 6: round 14925 ok checksum=7058662356901411893
rank 6: round 14950 ok checksum=8084547112711128412
rank 6: round 14975 ok checksum=9193307798459620675
rank 6: DONE rounds=15000 checksum=3159833647050551828
